Customer_ID,Month,Age,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Payment_of_Min_Amount
8176,2022-01-12,43,7012.193333333334,7,4,7,2,"Not Specified, and Mortgage Loan",14,16,933.67,Yes
8175,2022-01-12,22,1867.635833333333,0,3,5,3,"Auto Loan, Personal Loan, and Not Specified",5,2,998.07,No
8172,2022-01-12,28,2908.1125,5,8,6,0,No Loan,23,13,1116.03,No
8171,2022-01-12,48,1579.7775,4,6,6,3,"Not Specified, Debt Consolidation Loan, and Student Loan",5,4,967.91,No
8170,2022-01-12,27,1471.35,8,7,22,9,"Not Specified, Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Not Specified",14,25,4000.4,Yes
8168,2022-01-12,21,2342.4125,8,6,10,2,"Student Loan, and Debt Consolidation Loan",21,19,249.67,Yes
8167,2022-01-12,25,887.6220833333333,9,10,28,2,"Payday Loan, and Personal Loan",55,8,2520.04,Yes
8166,2022-01-12,51,10405.4025,1,4,3,2,"Student Loan, and Personal Loan",15,10,869.62,No
8182,2022-01-12,46,7415.311666666667,4,4,12,0,No Loan,0,0,1125.35,No
8183,2022-01-12,29,6407.724999999999,3,7,7,1,Debt Consolidation Loan,6,4,187.01,No
8184,2022-01-12,19,6997.93,4,5,3,3,"Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",8,13,1283.47,No
8200,2022-01-12,42,5045.34,7,5,24,7,"Student Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Payday Loan, Personal Loan, and Auto Loan",16,5,1855.46,Yes
8199,2022-01-12,44,4193.16,8,5,27,5,"Home Equity Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",27,20,3469.9,Yes
8198,2022-01-12,37,6155.389999999999,6,5,13,6,"Personal Loan, Personal Loan, Personal Loan, Personal Loan, Payday Loan, and Auto Loan",33,23,2308.33,Yes
8197,2022-01-12,26,1225.7815528195415,6,7,19,0,No Loan,15,9,891.74,No
8196,2022-01-12,29,1178.05875,5,3,1,1,Debt Consolidation Loan,11,6,1476.91,No
8195,2022-01-12,27,3152.0691666666667,6,5,6,2,"Debt Consolidation Loan, and Home Equity Loan",20,10,808.52,No
8194,2022-01-12,33,10168.633333333331,1,2,3,4,"Payday Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",0,13,493.08,No
8165,2022-01-12,31,1184.8610392908363,4,5,16,1,Personal Loan,12,12,735.8,Yes
8193,2022-01-12,21,3320.3050000000007,6,6,10,7,"Payday Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Home Equity Loan, and Mortgage Loan",23,8,842.4,Yes
8191,2022-01-12,53,1407.275,8,7,6,2,"Personal Loan, and Payday Loan",11,11,957.51,No
8189,2022-01-12,18,1489.1066666666666,5,5,19,6,"Personal Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",8,11,2286.82,Yes
8188,2022-01-12,55,3526.009912076317,1,3,6,3,"Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",9,4,650.2,No
8187,2022-01-12,29,1413.36,7,8,29,6,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Personal Loan",43,14,2625.27,Yes
8186,2022-01-12,56,5373.653333333333,0,6,7,3,"Debt Consolidation Loan, Auto Loan, and Home Equity Loan",12,2,1338.17,No
8185,2022-01-12,20,6885.45,5,3,8,2,"Mortgage Loan, and Home Equity Loan",15,2,1386.36,No
8192,2022-01-12,23,3235.254166666667,4,5,14,3,"Home Equity Loan, Home Equity Loan, and Not Specified",20,13,1009.33,Yes
8162,2022-01-12,23,2971.392673113816,5,7,5,4,"Not Specified, Mortgage Loan, Mortgage Loan, and Mortgage Loan",9,2,1295.1,No
8141,2022-01-12,21,6571.3725,3,7,6,4,"Personal Loan, Student Loan, Personal Loan, and Mortgage Loan",3,16,109.76,Yes
8139,2022-01-12,25,3403.495000000001,4,1,6,4,"Personal Loan, Payday Loan, Personal Loan, and Personal Loan",6,0,967.5,No
8138,2022-01-12,24,1460.0916666666665,5,3,21,7,"Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, Student Loan, Personal Loan, and Not Specified",29,18,2590.93,Yes
8137,2022-01-12,31,3294.735,6,6,16,5,"Personal Loan, Home Equity Loan, Student Loan, Personal Loan, and Mortgage Loan",13,17,2219.17,Yes
8136,2022-01-12,33,4780.586666666667,7,6,16,6,"Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, and Student Loan",38,23,1857.21,Yes
8135,2022-01-12,21,1562.0891666666666,10,9,29,5,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, and Not Specified",47,18,4454.76,Yes
8134,2022-01-12,22,6942.399999999999,4,5,9,4,"Not Specified, Not Specified, Auto Loan, and Student Loan",23,14,544.54,Yes
8133,2022-01-12,18,418.0595833333333,8,10,29,4,"Student Loan, Auto Loan, Payday Loan, and Mortgage Loan",17,21,1414.23,Yes
8132,2022-01-12,46,3740.974000582649,8,7,5,0,No Loan,28,9,465.95,Yes
8131,2022-01-12,40,5328.9366666666665,8,4,19,2,"Auto Loan, and Debt Consolidation Loan",13,20,2061.5,Yes
8130,2022-01-12,46,3632.3275,7,7,21,5,"Not Specified, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",2,17,1385.62,Yes
8129,2022-01-12,50,2608.771666666667,7,3,18,0,No Loan,17,15,430.6,Yes
8128,2022-01-12,38,1630.7016666666666,7,3,13,5,"Auto Loan, Not Specified, Student Loan, Payday Loan, and Student Loan",30,15,2688.58,Yes
8127,2022-01-12,22,1513.5020833333335,6,6,14,6,"Not Specified, Home Equity Loan, Payday Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",13,19,364.1,Yes
8143,2022-01-12,52,2419.276666666666,8,6,9,1,Payday Loan,17,10,245.3,No
8145,2022-01-12,20,9507.735,2,4,8,3,"Payday Loan, Auto Loan, and Debt Consolidation Loan",19,9,680.7,No
8161,2022-01-12,54,1985.293333333333,8,6,6,2,"Personal Loan, and Auto Loan",19,11,359.67,No
8160,2022-01-12,46,6988.552500000002,8,3,16,2,"Credit-Builder Loan, and Personal Loan",35,19,321.89,Yes
8158,2022-01-12,20,2536.0425,4,4,18,3,"Personal Loan, Debt Consolidation Loan, and Home Equity Loan",13,11,667.39,Yes
8157,2022-01-12,35,10145.416666666666,2,7,8,4,"Student Loan, Not Specified, Home Equity Loan, and Not Specified",6,4,561.42,No
8156,2022-01-12,19,11510.663333333332,6,6,19,1,Personal Loan,16,15,347.51,Yes
8155,2022-01-12,37,2875.11,7,3,6,6,"Not Specified, Payday Loan, Payday Loan, Not Specified, Not Specified, and Home Equity Loan",28,19,893.83,Yes
8163,2022-01-12,39,6676.573333333334,6,8,21,7,"Mortgage Loan, Payday Loan, Auto Loan, Mortgage Loan, Home Equity Loan, Personal Loan, and Payday Loan",25,22,1570.89,Yes
8154,2022-01-12,23,1438.0366666666666,3,8,19,3,"Auto Loan, Not Specified, and Student Loan",27,20,1310.39,Yes
8151,2022-01-12,28,3725.585,7,4,16,0,No Loan,8,14,340.22,Yes
8150,2022-01-12,51,3373.212107810331,0,4,4,0,No Loan,3,9,401.8,No
8147,2022-01-12,25,930.8572091758213,6,7,21,6,"Personal Loan, Auto Loan, Mortgage Loan, Student Loan, Auto Loan, and Credit-Builder Loan",49,16,3229.56,Yes
8146,2022-01-12,45,1562.5108333333335,5,3,13,4,"Mortgage Loan, Not Specified, Not Specified, and Student Loan",6,11,1231.39,No
8153,2022-01-12,41,6009.16,7,9,19,6,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Personal Loan, Student Loan, and Auto Loan",20,16,3466.45,Yes
8280,2022-01-12,46,4465.406666666667,5,7,5,4,"Personal Loan, Debt Consolidation Loan, Payday Loan, and Not Specified",20,19,1045.89,Yes
8202,2022-01-12,56,2574.453333333333,5,3,9,4,"Mortgage Loan, Personal Loan, Mortgage Loan, and Home Equity Loan",4,12,1272.85,No
8258,2022-01-12,47,4792.26,3,6,20,1,Auto Loan,20,16,543.95,No
8257,2022-01-12,26,1589.755,6,6,17,2,"Student Loan, and Personal Loan",38,16,2063.91,Yes
8255,2022-01-12,20,4798.9125,7,6,24,5,"Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Student Loan",41,14,2635.58,Yes
8254,2022-01-12,22,985.8341666666668,7,5,17,8,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",44,22,3446.44,Yes
8253,2022-01-12,32,673.4704166666667,9,10,19,9,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",46,20,2500.0,Yes
8252,2022-01-12,46,6843.926666666666,6,7,9,3,"Credit-Builder Loan, Home Equity Loan, and Credit-Builder Loan",5,20,2312.09,Yes
8251,2022-01-12,36,4738.43,3,7,20,3,"Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",6,20,1095.32,No
8250,2022-01-12,18,970.13875,8,10,18,7,"Not Specified, Home Equity Loan, Not Specified, Personal Loan, Auto Loan, Home Equity Loan, and Auto Loan",54,18,2783.29,Yes
8249,2022-01-12,32,14178.393333333332,3,6,7,0,No Loan,6,12,881.44,No
8247,2022-01-12,56,2494.22,7,4,9,1,Not Specified,5,16,226.5,Yes
8246,2022-01-12,33,1527.5145833333331,4,3,6,1,Student Loan,21,12,9.7,No
8245,2022-01-12,28,6197.9000000000015,8,5,22,8,"Home Equity Loan, Auto Loan, Mortgage Loan, Auto Loan, Auto Loan, Personal Loan, Auto Loan, and Student Loan",32,15,2364.98,Yes
8260,2022-01-12,32,3926.185833333333,1,4,7,1,Personal Loan,14,12,1058.03,No
8261,2022-01-12,50,6723.6033333333335,4,4,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",8,18,1236.73,No
8262,2022-01-12,41,1608.2625,7,10,23,9,"Payday Loan, Home Equity Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Not Specified",25,21,2761.57,Yes
8278,2022-01-12,37,1026.434166666667,5,4,13,4,"Not Specified, Personal Loan, Not Specified, and Debt Consolidation Loan",20,13,662.86,No
8276,2022-01-12,41,2864.1675,3,7,9,2,"Mortgage Loan, and Mortgage Loan",9,11,863.31,No
8275,2022-01-12,23,1078.9116666666666,5,7,5,3,"Personal Loan, Home Equity Loan, and Auto Loan",20,18,350.9,Yes
8274,2022-01-12,21,8055.4850000000015,3,6,8,0,No Loan,7,9,1159.42,No
8273,2022-01-12,19,4772.8116666666665,4,3,11,3,"Home Equity Loan, Debt Consolidation Loan, and Auto Loan",4,8,978.88,No
8272,2022-01-12,44,2529.7480760494136,0,7,6,1,Not Specified,11,11,1211.61,No
8243,2022-01-12,37,9171.3525,4,1,1,1,Mortgage Loan,9,6,192.94,No
8269,2022-01-12,47,1641.3966666666663,3,3,16,4,"Not Specified, Auto Loan, Mortgage Loan, and Debt Consolidation Loan",12,12,1439.72,Yes
8268,2022-01-12,41,1715.6958333333332,5,4,15,5,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Not Specified, and Mortgage Loan",8,11,694.78,Yes
8267,2022-01-12,23,4201.221666666666,5,5,5,0,No Loan,12,6,23.19,Yes
8264,2022-01-12,19,614.8229166666666,9,10,20,5,"Payday Loan, Auto Loan, Personal Loan, Mortgage Loan, and Payday Loan",25,20,1549.11,Yes
8263,2022-01-12,21,3345.791666666666,4,4,9,0,No Loan,6,2,688.61,No
8270,2022-01-12,30,2957.870000000001,10,8,23,9,"Payday Loan, Student Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Mortgage Loan",19,21,1684.17,Yes
8203,2022-01-12,25,1174.72,0,4,1,3,"Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",14,10,1285.01,No
8242,2022-01-12,43,1634.523386546429,7,5,19,2,"Not Specified, and Debt Consolidation Loan",11,20,714.71,Yes
8219,2022-01-12,27,9138.0,0,7,1,3,"Student Loan, Mortgage Loan, and Not Specified",13,4,985.31,No
8218,2022-01-12,39,8498.7325,5,6,6,4,"Student Loan, Debt Consolidation Loan, Payday Loan, and Student Loan",8,10,1260.27,No
8217,2022-01-12,42,3334.81,9,8,26,4,"Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",36,22,2533.64,Yes
8215,2022-01-12,39,490.53791666666666,10,7,22,5,"Auto Loan, Personal Loan, Auto Loan, Home Equity Loan, and Home Equity Loan",38,24,4997.05,Yes
8214,2022-01-12,34,3588.143333333333,6,6,23,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",22,13,1812.84,Yes
8213,2022-01-12,38,10443.04,7,4,19,0,No Loan,11,15,421.38,Yes
8212,2022-01-12,33,5522.63,4,3,18,2,"Debt Consolidation Loan, and Auto Loan",14,8,467.64,Yes
8211,2022-01-12,38,1181.7141666666666,10,7,20,8,"Student Loan, Auto Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Payday Loan, Payday Loan, and Home Equity Loan",51,21,4955.69,Yes
8206,2022-01-12,23,4178.258333333333,2,4,12,3,"Not Specified, Credit-Builder Loan, and Home Equity Loan",29,20,404.88,Yes
8205,2022-01-12,31,3058.203333333333,6,6,24,6,"Mortgage Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",21,22,2953.68,Yes
8221,2022-01-12,20,1447.532083333333,5,4,3,3,"Credit-Builder Loan, Student Loan, and Personal Loan",11,9,1181.75,No
8222,2022-01-12,35,2807.7816666666663,8,7,20,6,"Mortgage Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",32,23,2704.05,Yes
8239,2022-01-12,37,2526.8233333333333,5,6,16,0,No Loan,11,16,1048.97,No
8238,2022-01-12,29,14547.693333333336,5,4,8,1,Student Loan,10,5,330.47,No
8237,2022-01-12,39,8706.7475,3,6,5,3,"Auto Loan, Home Equity Loan, and Personal Loan",12,7,303.68,No
8236,2022-01-12,29,662.2354714906276,9,5,15,8,"Home Equity Loan, Student Loan, Student Loan, Auto Loan, Payday Loan, Auto Loan, Not Specified, and Home Equity Loan",51,19,4944.58,Yes
8235,2022-01-12,21,9318.67,8,5,6,4,"Auto Loan, Personal Loan, Personal Loan, and Student Loan",19,18,440.78,Yes
8234,2022-01-12,39,1365.3366666666668,3,4,23,6,"Auto Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",11,15,2552.49,Yes
8233,2022-01-12,25,1675.983835383458,3,3,20,2,"Mortgage Loan, and Home Equity Loan",7,13,451.16,No
8241,2022-01-12,35,1604.7041666666669,7,5,20,9,"Mortgage Loan, Home Equity Loan, Personal Loan, Home Equity Loan, Student Loan, Student Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",56,20,4524.72,Yes
8232,2022-01-12,24,5572.7925,8,5,8,4,"Payday Loan, Not Specified, Debt Consolidation Loan, and Mortgage Loan",20,11,278.35,No
8230,2022-01-12,26,2020.5608333333328,8,5,15,2,"Payday Loan, and Student Loan",28,20,646.98,Yes
8229,2022-01-12,21,1734.055833333333,5,5,19,4,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",29,20,2471.1,Yes
8228,2022-01-12,48,2508.851666666667,7,4,14,3,"Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",19,13,1121.05,No
8226,2022-01-12,37,3431.596666666667,8,7,16,9,"Home Equity Loan, Home Equity Loan, Student Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Student Loan, and Not Specified",27,21,3739.9,Yes
8225,2022-01-12,41,3874.7725000000014,9,6,29,7,"Payday Loan, Home Equity Loan, Student Loan, Not Specified, Payday Loan, Auto Loan, and Personal Loan",27,24,3371.08,Yes
8231,2022-01-12,46,4346.145,8,3,2,4,"Auto Loan, Not Specified, Not Specified, and Mortgage Loan",29,8,250.99,No
8436,2022-01-12,23,8744.485,4,6,18,0,No Loan,29,13,1439.21,Yes
8437,2022-01-12,51,12901.42,1,7,6,2,"Debt Consolidation Loan, and Personal Loan",14,7,931.64,No
8438,2022-01-12,53,10439.492477772654,3,6,5,2,"Auto Loan, and Student Loan",10,1,823.57,No
8649,2022-01-12,20,1441.0141666666666,4,5,8,0,No Loan,27,12,996.18,No
8648,2022-01-12,27,1830.7391666666665,7,8,17,5,"Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Auto Loan",20,17,3500.17,Yes
8647,2022-01-12,25,7546.6325,5,7,5,3,"Student Loan, Student Loan, and Home Equity Loan",23,17,458.81,Yes
8646,2022-01-12,23,1368.236666666667,4,7,8,1,Credit-Builder Loan,6,8,1174.53,No
8644,2022-01-12,23,1480.075,9,10,23,7,"Auto Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Auto Loan, and Auto Loan",16,21,4144.18,Yes
8643,2022-01-12,28,11731.753333333336,4,4,6,0,No Loan,17,12,670.43,No
8642,2022-01-12,54,5652.033333333334,3,3,5,3,"Auto Loan, Debt Consolidation Loan, and Credit-Builder Loan",7,8,1022.8,No
8641,2022-01-12,35,14270.546666666669,4,7,6,3,"Credit-Builder Loan, Home Equity Loan, and Student Loan",18,10,531.58,No
8640,2022-01-12,48,6730.875,2,4,7,2,"Personal Loan, and Auto Loan",14,4,1460.18,No
8637,2022-01-12,39,1087.1425,5,7,20,4,"Credit-Builder Loan, Student Loan, Student Loan, and Student Loan",21,16,1963.92,Yes
8636,2022-01-12,22,1434.8241666666663,5,3,12,7,"Personal Loan, Student Loan, Payday Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",29,16,1327.96,Yes
8635,2022-01-12,41,2044.231425814485,4,6,16,5,"Student Loan, Personal Loan, Personal Loan, Personal Loan, and Debt Consolidation Loan",19,9,1036.03,Yes
8650,2022-01-12,21,3536.913333333333,6,6,22,5,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",36,23,2667.87,Yes
8652,2022-01-12,43,2797.3483483933605,6,4,9,2,"Not Specified, and Mortgage Loan",34,15,313.26,No
8653,2022-01-12,56,11755.796666666669,3,3,12,0,No Loan,19,8,269.26,No
8669,2022-01-12,36,5670.06,7,9,24,9,"Home Equity Loan, Payday Loan, Mortgage Loan, Payday Loan, Payday Loan, Not Specified, Credit-Builder Loan, Home Equity Loan, and Payday Loan",19,23,3562.24,Yes
8667,2022-01-12,27,3481.0458333333336,4,5,10,3,"Credit-Builder Loan, Auto Loan, and Personal Loan",6,7,737.37,No
8666,2022-01-12,42,5841.349999999999,8,7,5,5,"Auto Loan, Not Specified, Personal Loan, Personal Loan, and Auto Loan",25,18,1638.94,Yes
8665,2022-01-12,38,1391.2978362057086,6,3,6,4,"Student Loan, Mortgage Loan, Home Equity Loan, and Home Equity Loan",21,9,193.68,No
8663,2022-01-12,40,1657.9158333333337,9,5,21,7,"Payday Loan, Payday Loan, Payday Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",55,20,1959.49,Yes
8634,2022-01-12,32,5802.139999999999,5,1,10,2,"Auto Loan, and Home Equity Loan",11,4,421.54,No
8660,2022-01-12,21,10800.8125,5,4,4,2,"Debt Consolidation Loan, and Mortgage Loan",1,5,827.64,No
8659,2022-01-12,52,1669.2740573779556,4,4,6,4,"Personal Loan, Debt Consolidation Loan, Auto Loan, and Auto Loan",17,6,506.06,No
8658,2022-01-12,25,1206.075833333333,8,6,27,8,"Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Mortgage Loan",51,24,2684.22,Yes
8657,2022-01-12,49,14181.543333333331,2,3,3,2,"Mortgage Loan, and Debt Consolidation Loan",22,11,1334.35,No
8656,2022-01-12,45,7135.0425,6,3,10,1,Personal Loan,9,17,1273.32,No
8655,2022-01-12,27,14118.88,4,3,3,4,"Mortgage Loan, Mortgage Loan, Auto Loan, and Auto Loan",12,11,463.57,No
8654,2022-01-12,55,2643.525590525283,0,5,1,2,"Personal Loan, and Credit-Builder Loan",20,7,680.89,No
8661,2022-01-12,44,11411.963333333331,4,6,13,2,"Personal Loan, and Personal Loan",6,18,1077.5,No
8670,2022-01-12,32,1881.7283333333328,3,3,10,0,No Loan,12,7,1378.31,No
8633,2022-01-12,44,2831.624166666666,0,4,2,3,"Home Equity Loan, Payday Loan, and Credit-Builder Loan",3,2,143.46,No
8631,2022-01-12,39,920.2983333333334,9,6,20,8,"Payday Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Student Loan, Debt Consolidation Loan, and Personal Loan",16,19,3043.88,Yes
8610,2022-01-12,22,9902.686666666666,8,5,4,1,Home Equity Loan,9,14,211.14,No
8608,2022-01-12,47,1082.20375,0,7,2,2,"Student Loan, and Credit-Builder Loan",11,1,1442.35,No
8607,2022-01-12,55,2074.4908333333333,3,7,11,0,No Loan,19,8,372.21,No
8606,2022-01-12,21,1898.9916666666668,7,4,12,2,"Student Loan, and Auto Loan",11,19,1024.47,No
8604,2022-01-12,28,2679.1425,6,5,6,2,"Auto Loan, and Credit-Builder Loan",14,20,1406.81,Yes
8603,2022-01-12,50,1176.7933333333335,8,7,10,3,"Payday Loan, Personal Loan, and Credit-Builder Loan",25,16,1377.18,No
8602,2022-01-12,21,2937.976666666667,10,5,23,7,"Auto Loan, Personal Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, Payday Loan, and Home Equity Loan",48,22,3431.75,Yes
8601,2022-01-12,33,13087.193333333336,4,5,6,1,Student Loan,4,9,411.89,No
8600,2022-01-12,23,1986.792083333333,1,1,1,1,Mortgage Loan,12,9,630.68,No
8599,2022-01-12,27,2668.5133333333342,6,4,9,3,"Not Specified, Mortgage Loan, and Debt Consolidation Loan",17,8,625.99,No
8598,2022-01-12,21,8376.59,3,6,5,4,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",20,3,358.24,No
8597,2022-01-12,30,10618.78,2,4,1,4,"Debt Consolidation Loan, Student Loan, Student Loan, and Credit-Builder Loan",10,11,1243.13,No
8596,2022-01-12,41,4128.129999999999,5,4,10,5,"Home Equity Loan, Payday Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",27,18,1084.43,Yes
8611,2022-01-12,55,6694.16,4,5,20,1,Debt Consolidation Loan,8,12,822.11,No
8612,2022-01-12,53,7139.546666666666,5,1,11,1,Home Equity Loan,6,3,449.23,No
8614,2022-01-12,29,1413.7924999999998,5,2,9,4,"Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Home Equity Loan",15,10,452.79,No
8630,2022-01-12,46,4456.6375,8,9,19,3,"Credit-Builder Loan, Credit-Builder Loan, and Student Loan",59,25,1624.6,Yes
8629,2022-01-12,19,5014.72,3,7,19,5,"Personal Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, and Mortgage Loan",33,9,497.13,Yes
8628,2022-01-12,38,3528.3458333333333,1,5,2,0,No Loan,12,11,871.85,No
8627,2022-01-12,42,1623.3966666666668,8,10,18,7,"Debt Consolidation Loan, Not Specified, Not Specified, Payday Loan, Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",40,19,1583.58,Yes
8626,2022-01-12,39,8611.64,7,6,8,7,"Student Loan, Not Specified, Auto Loan, Mortgage Loan, Auto Loan, Mortgage Loan, and Student Loan",11,10,482.64,Yes
8624,2022-01-12,51,1043.4558333333332,3,6,6,3,"Auto Loan, Personal Loan, and Student Loan",19,14,1104.42,No
8632,2022-01-12,40,6352.285596934968,3,4,20,2,"Debt Consolidation Loan, and Mortgage Loan",24,11,509.44,Yes
8623,2022-01-12,55,1528.959583333333,0,2,4,0,No Loan,11,6,67.88,No
8619,2022-01-12,20,1408.081666666667,6,6,22,5,"Credit-Builder Loan, Auto Loan, Auto Loan, Mortgage Loan, and Payday Loan",59,19,3447.68,Yes
8618,2022-01-12,32,1709.3066666666666,8,8,19,7,"Student Loan, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, Not Specified, Mortgage Loan, and Student Loan",25,24,2555.9,Yes
8617,2022-01-12,21,3532.32,7,5,5,1,Debt Consolidation Loan,8,16,277.38,Yes
8616,2022-01-12,19,559.7541666666666,10,10,16,7,"Auto Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Student Loan, and Home Equity Loan",19,23,1625.4,Yes
8615,2022-01-12,30,10311.799181018709,1,4,5,4,"Not Specified, Mortgage Loan, Student Loan, and Mortgage Loan",12,3,496.32,No
8622,2022-01-12,43,3343.4058333333337,3,5,9,2,"Payday Loan, and Credit-Builder Loan",5,10,883.37,No
8595,2022-01-12,29,5663.953333333334,4,4,10,3,"Personal Loan, Personal Loan, and Payday Loan",9,14,604.77,No
8671,2022-01-12,25,1592.8391666666666,9,10,28,5,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",58,25,2534.53,Yes
8673,2022-01-12,33,1165.475,6,9,30,4,"Home Equity Loan, Personal Loan, Payday Loan, and Personal Loan",44,9,1452.16,Yes
8726,2022-01-12,37,3446.135,9,9,28,2,"Not Specified, and Debt Consolidation Loan",56,18,2221.29,Yes
8724,2022-01-12,33,1516.1270646167652,3,7,18,3,"Mortgage Loan, Student Loan, and Debt Consolidation Loan",6,16,2329.28,Yes
8722,2022-01-12,34,1532.1333333333334,10,9,16,5,"Personal Loan, Not Specified, Home Equity Loan, Payday Loan, and Auto Loan",19,20,4888.39,Yes
8721,2022-01-12,20,616.9258333333332,10,6,29,7,"Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Personal Loan, Student Loan, Auto Loan, and Mortgage Loan",18,22,3898.81,Yes
8720,2022-01-12,23,10918.0675,0,3,9,0,No Loan,8,3,59.58,No
8719,2022-01-12,23,3545.751666666666,5,6,16,6,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Student Loan",24,15,1955.11,Yes
8717,2022-01-12,25,4702.798333333333,7,3,9,3,"Debt Consolidation Loan, Student Loan, and Auto Loan",23,8,544.6,Yes
8716,2022-01-12,43,1422.496666666667,6,9,15,8,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, and Personal Loan",34,14,3934.02,Yes
8715,2022-01-12,18,1283.1375,5,5,30,4,"Personal Loan, Debt Consolidation Loan, Student Loan, and Credit-Builder Loan",30,17,2297.52,Yes
8714,2022-01-12,25,9409.593775817026,6,7,17,1,Student Loan,9,20,1029.08,No
8713,2022-01-12,38,2500.09,2,4,10,1,Not Specified,5,5,366.86,No
8729,2022-01-12,45,2784.9908333333333,7,6,10,4,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Not Specified",24,11,1301.81,Yes
8730,2022-01-12,36,9019.083333333334,3,7,7,6,"Mortgage Loan, Personal Loan, Payday Loan, Home Equity Loan, Not Specified, and Student Loan",27,9,872.45,Yes
8731,2022-01-12,21,1156.2554166666666,5,7,20,2,"Credit-Builder Loan, and Auto Loan",25,12,1455.55,Yes
